instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,is_weekend,casual_sum,registered_sum,cnt_sum
15522,,4,1,10,22,0,6,0,1,0.4,0.4091,0.62,0.0,33,156,189,Weekend,620017,2672662,3292679
15523,,4,1,10,23,0,6,0,1,0.42,0.4242,0.58,0.2985,27,98,125,Weekend,620017,2672662,3292679
15524,,4,1,10,0,0,0,0,1,0.4,0.4091,0.71,0.2537,8,103,111,Non-Weekend,620017,2672662,3292679
15525,,4,1,10,1,0,0,0,1,0.42,0.4242,0.77,0.2836,16,96,112,Non-Weekend,620017,2672662,3292679
15526,,4,1,10,2,0,0,0,1,0.4,0.4091,0.76,0.0896,8,58,66,Non-Weekend,620017,2672662,3292679
15527,,4,1,10,3,0,0,0,1,0.42,0.4242,0.77,0.2985,3,25,28,Non-Weekend,620017,2672662,3292679
15528,,4,1,10,4,0,0,0,1,0.42,0.4242,0.77,0.2836,2,10,12,Non-Weekend,620017,2672662,3292679
15529,,4,1,10,5,0,0,0,1,0.4,0.4091,0.82,0.194,5,6,11,Non-Weekend,620017,2672662,3292679
15530,,4,1,10,6,0,0,0,1,0.4,0.4091,0.82,0.1642,4,20,24,Non-Weekend,620017,2672662,3292679
15531,,4,1,10,7,0,0,0,1,0.42,0.4242,0.82,0.2239,7,44,51,Non-Weekend,620017,2672662,3292679
15532,,4,1,10,8,0,0,0,1,0.44,0.4394,0.77,0.194,28,104,132,Non-Weekend,620017,2672662,3292679
15533,,4,1,10,9,0,0,0,2,0.48,0.4697,0.67,0.2836,62,161,223,Non-Weekend,620017,2672662,3292679
15534,,4,1,10,10,0,0,0,1,0.54,0.5152,0.56,0.194,150,278,428,Non-Weekend,620017,2672662,3292679
15535,,4,1,10,11,0,0,0,1,0.56,0.5303,0.52,0.2985,156,338,494,Non-Weekend,620017,2672662,3292679
15536,,4,1,10,12,0,0,0,1,0.62,0.6212,0.46,0.3284,200,362,562,Non-Weekend,620017,2672662,3292679
15537,,4,1,10,13,0,0,0,1,0.64,0.6212,0.41,0.4478,218,401,619,Non-Weekend,620017,2672662,3292679
15538,,4,1,10,14,0,0,0,1,0.66,0.6212,0.39,0.4179,249,368,617,Non-Weekend,620017,2672662,3292679
15539,,4,1,10,15,0,0,0,1,0.66,0.6212,0.39,0.4179,213,355,568,Non-Weekend,620017,2672662,3292679
15540,,4,1,10,16,0,0,0,1,0.64,0.6212,0.41,0.2985,203,378,581,Non-Weekend,620017,2672662,3292679
15541,,4,1,10,17,0,0,0,1,0.64,0.6212,0.44,0.194,193,346,539,Non-Weekend,620017,2672662,3292679
15542,,4,1,10,18,0,0,0,1,0.58,0.5455,0.6,0.2537,134,319,453,Non-Weekend,620017,2672662,3292679
15543,,4,1,10,19,0,0,0,1,0.56,0.5303,0.64,0.2239,68,268,336,Non-Weekend,620017,2672662,3292679
15544,,4,1,10,20,0,0,0,1,0.54,0.5152,0.73,0.2239,48,198,246,Non-Weekend,620017,2672662,3292679
15545,,4,1,10,21,0,0,0,1,0.56,0.5303,0.73,0.4478,40,156,196,Non-Weekend,620017,2672662,3292679
15546,,4,1,10,22,0,0,0,1,0.56,0.5303,0.73,0.3881,38,87,125,Non-Weekend,620017,2672662,3292679
15547,,4,1,10,23,0,0,0,2,0.56,0.5303,0.68,0.2836,27,78,105,Non-Weekend,620017,2672662,3292679
15548,,4,1,10,0,0,1,1,2,0.56,0.5303,0.73,0.2537,17,31,48,Non-Weekend,620017,2672662,3292679
15549,,4,1,10,1,0,1,1,2,0.58,0.5455,0.64,0.3881,5,24,29,Non-Weekend,620017,2672662,3292679
15550,,4,1,10,2,0,1,1,2,0.58,0.5455,0.64,0.3582,1,5,6,Non-Weekend,620017,2672662,3292679
15551,,4,1,10,3,0,1,1,2,0.56,0.5303,0.73,0.2537,2,2,4,Non-Weekend,620017,2672662,3292679
15552,,4,1,10,4,0,1,1,2,0.56,0.5303,0.68,0.2239,1,9,10,Non-Weekend,620017,2672662,3292679
15553,,4,1,10,5,0,1,1,2,0.56,0.5303,0.73,0.2836,2,38,40,Non-Weekend,620017,2672662,3292679
15554,,4,1,10,6,0,1,1,2,0.56,0.5303,0.73,0.2985,6,141,147,Non-Weekend,620017,2672662,3292679
15555,,4,1,10,7,0,1,1,2,0.58,0.5455,0.68,0.3284,15,461,476,Non-Weekend,620017,2672662,3292679
15556,,4,1,10,8,0,1,1,2,0.6,0.6061,0.64,0.3881,24,713,737,Non-Weekend,620017,2672662,3292679
15557,,4,1,10,9,0,1,1,3,0.6,0.5909,0.69,0.3881,31,328,359,Non-Weekend,620017,2672662,3292679
15558,,4,1,10,10,0,1,1,2,0.6,0.5909,0.73,0.3881,43,125,168,Non-Weekend,620017,2672662,3292679
15559,,4,1,10,11,0,1,1,2,0.6,0.5909,0.73,0.3881,88,175,263,Non-Weekend,620017,2672662,3292679
15560,,4,1,10,12,0,1,1,3,0.6,0.5758,0.78,0.3284,73,211,284,Non-Weekend,620017,2672662,3292679
15561,,4,1,10,13,0,1,1,2,0.56,0.5303,0.88,0.2239,37,109,146,Non-Weekend,620017,2672662,3292679
15562,,4,1,10,14,0,1,1,2,0.6,0.5758,0.78,0.2836,57,128,185,Non-Weekend,620017,2672662,3292679
15563,,4,1,10,15,0,1,1,1,0.6,0.5758,0.78,0.3284,70,190,260,Non-Weekend,620017,2672662,3292679
15564,,4,1,10,16,0,1,1,1,0.56,0.5303,0.64,0.2985,76,371,447,Non-Weekend,620017,2672662,3292679
15565,,4,1,10,17,0,1,1,1,0.56,0.5303,0.64,0.2537,96,670,766,Non-Weekend,620017,2672662,3292679
15566,,4,1,10,18,0,1,1,3,0.54,0.5152,0.77,0.1343,52,540,592,Non-Weekend,620017,2672662,3292679
15567,,4,1,10,19,0,1,1,3,0.52,0.5,0.83,0.0896,12,227,239,Non-Weekend,620017,2672662,3292679
15568,,4,1,10,20,0,1,1,2,0.52,0.5,0.72,0.3881,19,237,256,Non-Weekend,620017,2672662,3292679
15569,,4,1,10,21,0,1,1,1,0.52,0.5,0.59,0.3284,16,190,206,Non-Weekend,620017,2672662,3292679
15570,,4,1,10,22,0,1,1,1,0.5,0.4848,0.59,0.2836,8,118,126,Non-Weekend,620017,2672662,3292679
15571,,4,1,10,23,0,1,1,1,0.46,0.4545,0.63,0.2239,9,72,81,Non-Weekend,620017,2672662,3292679
15572,,4,1,10,0,0,2,1,1,0.46,0.4545,0.63,0.3881,3,45,48,Non-Weekend,620017,2672662,3292679
15573,,4,1,10,1,0,2,1,1,0.44,0.4394,0.67,0.194,4,9,13,Non-Weekend,620017,2672662,3292679
15574,,4,1,10,2,0,2,1,1,0.44,0.4394,0.67,0.1343,2,1,3,Non-Weekend,620017,2672662,3292679
15575,,4,1,10,3,0,2,1,1,0.42,0.4242,0.67,0.1045,0,2,2,Non-Weekend,620017,2672662,3292679
15576,,4,1,10,4,0,2,1,1,0.42,0.4242,0.67,0.1642,0,7,7,Non-Weekend,620017,2672662,3292679
15577,,4,1,10,5,0,2,1,1,0.42,0.4242,0.67,0.2537,5,47,52,Non-Weekend,620017,2672662,3292679
15578,,4,1,10,6,0,2,1,1,0.42,0.4242,0.67,0.1642,4,168,172,Non-Weekend,620017,2672662,3292679
15579,,4,1,10,7,0,2,1,1,0.42,0.4242,0.67,0.0896,20,505,525,Non-Weekend,620017,2672662,3292679
15580,,4,1,10,8,0,2,1,1,0.44,0.4394,0.62,0.0,35,800,835,Non-Weekend,620017,2672662,3292679
15581,,4,1,10,9,0,2,1,1,0.48,0.4697,0.55,0.2537,32,323,355,Non-Weekend,620017,2672662,3292679
15582,,4,1,10,10,0,2,1,1,0.5,0.4848,0.48,0.2836,65,157,222,Non-Weekend,620017,2672662,3292679
15583,,4,1,10,11,0,2,1,1,0.5,0.4848,0.45,0.4179,56,172,228,Non-Weekend,620017,2672662,3292679
15584,,4,1,10,12,0,2,1,2,0.52,0.5,0.45,0.3284,69,256,325,Non-Weekend,620017,2672662,3292679
15585,,4,1,10,13,0,2,1,1,0.52,0.5,0.45,0.2836,68,260,328,Non-Weekend,620017,2672662,3292679
15586,,4,1,10,14,0,2,1,1,0.54,0.5152,0.39,0.2537,94,214,308,Non-Weekend,620017,2672662,3292679
15587,,4,1,10,15,0,2,1,1,0.54,0.5152,0.41,0.3284,76,270,346,Non-Weekend,620017,2672662,3292679
15588,,4,1,10,16,0,2,1,1,0.54,0.5152,0.39,0.2836,79,367,446,Non-Weekend,620017,2672662,3292679
15589,,4,1,10,17,0,2,1,1,0.52,0.5,0.39,0.194,104,839,943,Non-Weekend,620017,2672662,3292679
15590,,4,1,10,18,0,2,1,1,0.5,0.4848,0.42,0.1642,71,767,838,Non-Weekend,620017,2672662,3292679
15591,,4,1,10,19,0,2,1,1,0.48,0.4697,0.48,0.0,40,491,531,Non-Weekend,620017,2672662,3292679
15592,,4,1,10,20,0,2,1,1,0.46,0.4545,0.55,0.0,35,397,432,Non-Weekend,620017,2672662,3292679
15593,,4,1,10,21,0,2,1,1,0.46,0.4545,0.63,0.0,19,176,195,Non-Weekend,620017,2672662,3292679
15594,,4,1,10,22,0,2,1,1,0.4,0.4091,0.71,0.0896,18,163,181,Non-Weekend,620017,2672662,3292679
15595,,4,1,10,23,0,2,1,1,0.4,0.4091,0.71,0.0,23,176,199,Non-Weekend,620017,2672662,3292679
15596,,4,1,10,0,0,3,1,1,0.38,0.3939,0.76,0.0,1,48,49,Non-Weekend,620017,2672662,3292679
15597,,4,1,10,1,0,3,1,1,0.38,0.3939,0.76,0.0,3,14,17,Non-Weekend,620017,2672662,3292679
15598,,4,1,10,2,0,3,1,1,0.38,0.3939,0.76,0.0,4,12,16,Non-Weekend,620017,2672662,3292679
15599,,4,1,10,3,0,3,1,1,0.36,0.3788,0.87,0.0,0,7,7,Non-Weekend,620017,2672662,3292679
15600,,4,1,10,4,0,3,1,1,0.36,0.3636,0.81,0.0896,0,4,4,Non-Weekend,620017,2672662,3292679
15601,,4,1,10,5,0,3,1,2,0.36,0.3788,0.81,0.0,2,39,41,Non-Weekend,620017,2672662,3292679
15602,,4,1,10,6,0,3,1,1,0.38,0.3939,0.82,0.0,7,171,178,Non-Weekend,620017,2672662,3292679
15603,,4,1,10,7,0,3,1,1,0.36,0.3636,0.81,0.1045,15,449,464,Non-Weekend,620017,2672662,3292679
15604,,4,1,10,8,0,3,1,2,0.4,0.4091,0.76,0.0,38,779,817,Non-Weekend,620017,2672662,3292679
15605,,4,1,10,9,0,3,1,2,0.42,0.4242,0.77,0.0,38,344,382,Non-Weekend,620017,2672662,3292679
15606,,4,1,10,10,0,3,1,2,0.46,0.4545,0.67,0.0,60,168,228,Non-Weekend,620017,2672662,3292679
15607,,4,1,10,11,0,3,1,2,0.5,0.4848,0.51,0.0896,78,156,234,Non-Weekend,620017,2672662,3292679
15608,,4,1,10,12,0,3,1,2,0.52,0.5,0.48,0.1642,71,261,332,Non-Weekend,620017,2672662,3292679
15609,,4,1,10,13,0,3,1,2,0.54,0.5152,0.49,0.1343,73,237,310,Non-Weekend,620017,2672662,3292679
15610,,4,1,10,14,0,3,1,2,0.56,0.5303,0.43,0.1642,82,188,270,Non-Weekend,620017,2672662,3292679
15611,,4,1,10,15,0,3,1,2,0.58,0.5455,0.43,0.2239,62,239,301,Non-Weekend,620017,2672662,3292679
15612,,4,1,10,16,0,3,1,1,0.56,0.5303,0.52,0.194,70,396,466,Non-Weekend,620017,2672662,3292679
15613,,4,1,10,17,0,3,1,1,0.54,0.5152,0.56,0.1045,122,766,888,Non-Weekend,620017,2672662,3292679
15614,,4,1,10,18,0,3,1,1,0.52,0.5,0.59,0.1642,90,794,884,Non-Weekend,620017,2672662,3292679
15615,,4,1,10,19,0,3,1,1,0.5,0.4848,0.72,0.194,49,467,516,Non-Weekend,620017,2672662,3292679
15616,,4,1,10,20,0,3,1,1,0.5,0.4848,0.72,0.1343,54,360,414,Non-Weekend,620017,2672662,3292679
15617,,4,1,10,21,0,3,1,1,0.46,0.4545,0.82,0.194,28,301,329,Non-Weekend,620017,2672662,3292679
15618,,4,1,10,22,0,3,1,1,0.46,0.4545,0.88,0.2537,17,198,215,Non-Weekend,620017,2672662,3292679
15619,,4,1,10,23,0,3,1,1,0.46,0.4545,0.88,0.2239,15,84,99,Non-Weekend,620017,2672662,3292679
15620,,4,1,10,0,0,4,1,1,0.46,0.4545,0.88,0.194,4,53,57,Non-Weekend,620017,2672662,3292679
15621,,4,1,10,1,0,4,1,1,0.46,0.4545,0.82,0.2239,0,14,14,Non-Weekend,620017,2672662,3292679
15622,,4,1,10,2,0,4,1,1,0.46,0.4545,0.82,0.194,1,13,14,Non-Weekend,620017,2672662,3292679
15623,,4,1,10,3,0,4,1,1,0.44,0.4394,0.88,0.2239,0,5,5,Non-Weekend,620017,2672662,3292679
15624,,4,1,10,4,0,4,1,1,0.44,0.4394,0.88,0.2239,0,5,5,Non-Weekend,620017,2672662,3292679
15625,,4,1,10,5,0,4,1,1,0.44,0.4394,0.82,0.2239,1,41,42,Non-Weekend,620017,2672662,3292679
15626,,4,1,10,6,0,4,1,1,0.44,0.4394,0.88,0.2985,3,150,153,Non-Weekend,620017,2672662,3292679
15627,,4,1,10,7,0,4,1,1,0.44,0.4394,0.88,0.2537,20,488,508,Non-Weekend,620017,2672662,3292679
15628,,4,1,10,8,0,4,1,1,0.46,0.4545,0.82,0.2537,31,803,834,Non-Weekend,620017,2672662,3292679
15629,,4,1,10,9,0,4,1,2,0.5,0.4848,0.77,0.1642,41,346,387,Non-Weekend,620017,2672662,3292679
15630,,4,1,10,10,0,4,1,2,0.52,0.5,0.68,0.2239,60,158,218,Non-Weekend,620017,2672662,3292679
15631,,4,1,10,11,0,4,1,2,0.56,0.5303,0.56,0.2239,79,189,268,Non-Weekend,620017,2672662,3292679
15632,,4,1,10,12,0,4,1,2,0.6,0.6212,0.53,0.2537,93,284,377,Non-Weekend,620017,2672662,3292679
15633,,4,1,10,13,0,4,1,1,0.62,0.6212,0.53,0.3582,96,236,332,Non-Weekend,620017,2672662,3292679
15634,,4,1,10,14,0,4,1,2,0.62,0.6212,0.5,0.2985,94,191,285,Non-Weekend,620017,2672662,3292679
15635,,4,1,10,15,0,4,1,2,0.6,0.6061,0.6,0.194,69,284,353,Non-Weekend,620017,2672662,3292679
15636,,4,1,10,16,0,4,1,1,0.6,0.6212,0.56,0.2836,94,356,450,Non-Weekend,620017,2672662,3292679
15637,,4,1,10,17,0,4,1,2,0.58,0.5455,0.64,0.3284,102,788,890,Non-Weekend,620017,2672662,3292679
15638,,4,1,10,18,0,4,1,2,0.56,0.5303,0.64,0.3284,68,720,788,Non-Weekend,620017,2672662,3292679
15639,,4,1,10,19,0,4,1,2,0.56,0.5303,0.68,0.2985,42,471,513,Non-Weekend,620017,2672662,3292679
15640,,4,1,10,20,0,4,1,2,0.56,0.5303,0.68,0.2537,39,348,387,Non-Weekend,620017,2672662,3292679
15641,,4,1,10,21,0,4,1,2,0.54,0.5152,0.77,0.194,38,245,283,Non-Weekend,620017,2672662,3292679
15642,,4,1,10,22,0,4,1,2,0.54,0.5152,0.83,0.194,27,202,229,Non-Weekend,620017,2672662,3292679
15643,,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.0,6,111,117,Non-Weekend,620017,2672662,3292679
15644,,4,1,10,0,0,5,1,2,0.56,0.5303,0.83,0.1045,5,51,56,Weekend,620017,2672662,3292679
15645,,4,1,10,1,0,5,1,3,0.54,0.5152,0.88,0.0,4,12,16,Weekend,620017,2672662,3292679
15646,,4,1,10,2,0,5,1,2,0.54,0.5152,0.88,0.0,1,9,10,Weekend,620017,2672662,3292679
15647,,4,1,10,3,0,5,1,2,0.56,0.5303,0.83,0.0,0,5,5,Weekend,620017,2672662,3292679
15648,,4,1,10,4,0,5,1,2,0.56,0.5303,0.83,0.0,1,5,6,Weekend,620017,2672662,3292679
15649,,4,1,10,5,0,5,1,2,0.54,0.5152,0.88,0.0,1,35,36,Weekend,620017,2672662,3292679
15650,,4,1,10,6,0,5,1,3,0.54,0.5152,0.94,0.1642,5,126,131,Weekend,620017,2672662,3292679
15651,,4,1,10,7,0,5,1,3,0.54,0.5152,0.94,0.0,5,149,154,Weekend,620017,2672662,3292679
15652,,4,1,10,8,0,5,1,2,0.54,0.5152,0.94,0.1045,20,447,467,Weekend,620017,2672662,3292679
15653,,4,1,10,9,0,5,1,2,0.54,0.5152,0.94,0.1045,26,363,389,Weekend,620017,2672662,3292679
15654,,4,1,10,10,0,5,1,2,0.58,0.5455,0.88,0.194,26,198,224,Weekend,620017,2672662,3292679
15655,,4,1,10,11,0,5,1,1,0.6,0.5606,0.83,0.194,41,211,252,Weekend,620017,2672662,3292679
15656,,4,1,10,12,0,5,1,1,0.64,0.6061,0.69,0.2239,74,258,332,Weekend,620017,2672662,3292679
15657,,4,1,10,13,0,5,1,1,0.62,0.5909,0.73,0.2239,87,288,375,Weekend,620017,2672662,3292679
15658,,4,1,10,14,0,5,1,1,0.66,0.6212,0.61,0.2537,88,277,365,Weekend,620017,2672662,3292679
15659,,4,1,10,15,0,5,1,1,0.64,0.6061,0.65,0.2985,93,302,395,Weekend,620017,2672662,3292679
15660,,4,1,10,16,0,5,1,3,0.62,0.6061,0.69,0.3582,131,434,565,Weekend,620017,2672662,3292679
15661,,4,1,10,17,0,5,1,3,0.62,0.6061,0.69,0.3582,48,377,425,Weekend,620017,2672662,3292679
15662,,4,1,10,18,0,5,1,1,0.56,0.5303,0.83,0.1045,21,212,233,Weekend,620017,2672662,3292679
15663,,4,1,10,19,0,5,1,1,0.54,0.5152,0.88,0.1642,19,213,232,Weekend,620017,2672662,3292679
15664,,4,1,10,20,0,5,1,1,0.52,0.5,0.77,0.194,13,216,229,Weekend,620017,2672662,3292679
15665,,4,1,10,21,0,5,1,1,0.5,0.4848,0.77,0.0,17,189,206,Weekend,620017,2672662,3292679
15666,,4,1,10,22,0,5,1,1,0.5,0.4848,0.77,0.0896,14,176,190,Weekend,620017,2672662,3292679
15667,,4,1,10,23,0,5,1,1,0.46,0.4545,0.88,0.1045,13,118,131,Weekend,620017,2672662,3292679
15668,,4,1,10,0,0,6,0,1,0.46,0.4545,0.82,0.1343,13,110,123,Weekend,620017,2672662,3292679
15669,,4,1,10,1,0,6,0,1,0.46,0.4545,0.72,0.1343,2,93,95,Weekend,620017,2672662,3292679
15670,,4,1,10,2,0,6,0,1,0.44,0.4394,0.77,0.1045,9,69,78,Weekend,620017,2672662,3292679
15671,,4,1,10,3,0,6,0,1,0.42,0.4242,0.77,0.1343,2,27,29,Weekend,620017,2672662,3292679
15672,,4,1,10,4,0,6,0,1,0.44,0.4394,0.72,0.0,9,9,18,Weekend,620017,2672662,3292679
15673,,4,1,10,5,0,6,0,1,0.4,0.4091,0.82,0.0,6,7,13,Weekend,620017,2672662,3292679
15674,,4,1,10,6,0,6,0,1,0.42,0.4242,0.71,0.0,5,26,31,Weekend,620017,2672662,3292679
15675,,4,1,10,7,0,6,0,1,0.4,0.4091,0.82,0.0,6,59,65,Weekend,620017,2672662,3292679
15676,,4,1,10,8,0,6,0,1,0.46,0.4545,0.67,0.1343,29,164,193,Weekend,620017,2672662,3292679
15677,,4,1,10,9,0,6,0,1,0.5,0.4848,0.59,0.1343,106,257,363,Weekend,620017,2672662,3292679
15678,,4,1,10,10,0,6,0,1,0.52,0.5,0.52,0.1343,111,312,423,Weekend,620017,2672662,3292679
15679,,4,1,10,11,0,6,0,1,0.54,0.5152,0.52,0.2239,204,408,612,Weekend,620017,2672662,3292679
15680,,4,1,10,12,0,6,0,1,0.56,0.5303,0.46,0.1045,267,436,703,Weekend,620017,2672662,3292679
15681,,4,1,10,13,0,6,0,1,0.56,0.5303,0.43,0.1642,273,441,714,Weekend,620017,2672662,3292679
15682,,4,1,10,14,0,6,0,1,0.56,0.5303,0.4,0.0,335,376,711,Weekend,620017,2672662,3292679
15683,,4,1,10,15,0,6,0,1,0.56,0.5303,0.43,0.0,308,403,711,Weekend,620017,2672662,3292679
15684,,4,1,10,16,0,6,0,1,0.54,0.5152,0.42,0.2836,325,366,691,Weekend,620017,2672662,3292679
15685,,4,1,10,17,0,6,0,1,0.54,0.5152,0.37,0.2239,347,384,731,Weekend,620017,2672662,3292679
15686,,4,1,10,18,0,6,0,1,0.52,0.5,0.39,0.2239,165,356,521,Weekend,620017,2672662,3292679
15687,,4,1,10,19,0,6,0,1,0.5,0.4848,0.45,0.1343,77,268,345,Weekend,620017,2672662,3292679
15688,,4,1,10,20,0,6,0,1,0.5,0.4848,0.39,0.2239,61,198,259,Weekend,620017,2672662,3292679
15689,,4,1,10,21,0,6,0,1,0.46,0.4545,0.47,0.2239,72,224,296,Weekend,620017,2672662,3292679
15690,,4,1,10,22,0,6,0,1,0.44,0.4394,0.51,0.1045,47,155,202,Weekend,620017,2672662,3292679
15691,,4,1,10,23,0,6,0,1,0.42,0.4242,0.58,0.0,27,136,163,Weekend,620017,2672662,3292679
15692,,4,1,10,0,0,0,0,1,0.44,0.4394,0.54,0.1642,35,119,154,Non-Weekend,620017,2672662,3292679
15693,,4,1,10,1,0,0,0,1,0.42,0.4242,0.58,0.2239,20,97,117,Non-Weekend,620017,2672662,3292679
15694,,4,1,10,2,0,0,0,1,0.4,0.4091,0.62,0.1642,44,88,132,Non-Weekend,620017,2672662,3292679
15695,,4,1,10,3,0,0,0,1,0.38,0.3939,0.66,0.0896,12,29,41,Non-Weekend,620017,2672662,3292679
15696,,4,1,10,4,0,0,0,1,0.36,0.3485,0.71,0.1642,8,13,21,Non-Weekend,620017,2672662,3292679
15697,,4,1,10,5,0,0,0,1,0.38,0.3939,0.66,0.0896,6,4,10,Non-Weekend,620017,2672662,3292679
15698,,4,1,10,6,0,0,0,1,0.4,0.4091,0.62,0.0,8,18,26,Non-Weekend,620017,2672662,3292679
15699,,4,1,10,7,0,0,0,1,0.4,0.4091,0.62,0.0,13,43,56,Non-Weekend,620017,2672662,3292679
15700,,4,1,10,8,0,0,0,1,0.42,0.4242,0.67,0.0,39,104,143,Non-Weekend,620017,2672662,3292679
15701,,4,1,10,9,0,0,0,1,0.46,0.4545,0.55,0.1642,77,192,269,Non-Weekend,620017,2672662,3292679
15702,,4,1,10,10,0,0,0,1,0.5,0.4848,0.48,0.2985,167,276,443,Non-Weekend,620017,2672662,3292679
15703,,4,1,10,11,0,0,0,1,0.52,0.5,0.44,0.3284,191,356,547,Non-Weekend,620017,2672662,3292679
15704,,4,1,10,12,0,0,0,1,0.54,0.5152,0.39,0.3284,236,439,675,Non-Weekend,620017,2672662,3292679
15705,,4,1,10,13,0,0,0,1,0.56,0.5303,0.37,0.2537,243,383,626,Non-Weekend,620017,2672662,3292679
15706,,4,1,10,14,0,0,0,1,0.56,0.5303,0.35,0.194,235,405,640,Non-Weekend,620017,2672662,3292679
15707,,4,1,10,15,0,0,0,1,0.56,0.5303,0.35,0.3284,240,383,623,Non-Weekend,620017,2672662,3292679
15708,,4,1,10,16,0,0,0,1,0.54,0.5152,0.37,0.2239,182,409,591,Non-Weekend,620017,2672662,3292679
15709,,4,1,10,17,0,0,0,1,0.52,0.5,0.39,0.2537,153,338,491,Non-Weekend,620017,2672662,3292679
15710,,4,1,10,18,0,0,0,1,0.52,0.5,0.39,0.194,71,342,413,Non-Weekend,620017,2672662,3292679
15711,,4,1,10,19,0,0,0,1,0.5,0.4848,0.42,0.1642,50,216,266,Non-Weekend,620017,2672662,3292679
15712,,4,1,10,20,0,0,0,1,0.48,0.4697,0.44,0.194,35,160,195,Non-Weekend,620017,2672662,3292679
15713,,4,1,10,21,0,0,0,1,0.42,0.4242,0.54,0.1642,42,124,166,Non-Weekend,620017,2672662,3292679
15714,,4,1,10,22,0,0,0,1,0.42,0.4242,0.54,0.0,18,95,113,Non-Weekend,620017,2672662,3292679
15715,,4,1,10,23,0,0,0,1,0.44,0.4394,0.54,0.0,7,59,66,Non-Weekend,620017,2672662,3292679
15716,,4,1,10,0,0,1,1,1,0.4,0.4091,0.62,0.0,3,28,31,Non-Weekend,620017,2672662,3292679
15717,,4,1,10,1,0,1,1,1,0.4,0.4091,0.71,0.0,0,11,11,Non-Weekend,620017,2672662,3292679
15718,,4,1,10,2,0,1,1,1,0.38,0.3939,0.71,0.0,1,4,5,Non-Weekend,620017,2672662,3292679
15719,,4,1,10,3,0,1,1,1,0.4,0.4091,0.62,0.0,1,5,6,Non-Weekend,620017,2672662,3292679
15720,,4,1,10,4,0,1,1,1,0.38,0.3939,0.66,0.0,1,6,7,Non-Weekend,620017,2672662,3292679
15721,,4,1,10,5,0,1,1,1,0.38,0.3939,0.76,0.0896,2,44,46,Non-Weekend,620017,2672662,3292679
15722,,4,1,10,6,0,1,1,1,0.36,0.3636,0.76,0.0896,4,140,144,Non-Weekend,620017,2672662,3292679
15723,,4,1,10,7,0,1,1,1,0.38,0.3939,0.66,0.0896,15,437,452,Non-Weekend,620017,2672662,3292679
15724,,4,1,10,8,0,1,1,1,0.44,0.4394,0.67,0.0,32,696,728,Non-Weekend,620017,2672662,3292679
15725,,4,1,10,9,0,1,1,1,0.46,0.4545,0.63,0.0896,25,335,360,Non-Weekend,620017,2672662,3292679
15726,,4,1,10,10,0,1,1,1,0.5,0.4848,0.55,0.0,51,161,212,Non-Weekend,620017,2672662,3292679
15727,,4,1,10,11,0,1,1,1,0.56,0.5303,0.37,0.1642,63,148,211,Non-Weekend,620017,2672662,3292679
15728,,4,1,10,12,0,1,1,1,0.58,0.5455,0.35,0.0,52,231,283,Non-Weekend,620017,2672662,3292679
15729,,4,1,10,13,0,1,1,1,0.62,0.6212,0.29,0.1642,88,227,315,Non-Weekend,620017,2672662,3292679
15730,,4,1,10,14,0,1,1,1,0.62,0.6061,0.27,0.194,73,209,282,Non-Weekend,620017,2672662,3292679
15731,,4,1,10,15,0,1,1,1,0.64,0.6212,0.29,0.1642,74,222,296,Non-Weekend,620017,2672662,3292679
15732,,4,1,10,16,0,1,1,1,0.62,0.6212,0.33,0.1642,80,444,524,Non-Weekend,620017,2672662,3292679
15733,,4,1,10,17,0,1,1,1,0.62,0.6212,0.33,0.1045,84,838,922,Non-Weekend,620017,2672662,3292679
15734,,4,1,10,18,0,1,1,1,0.54,0.5152,0.64,0.1045,60,726,786,Non-Weekend,620017,2672662,3292679
15735,,4,1,10,19,0,1,1,1,0.52,0.5,0.52,0.1045,36,478,514,Non-Weekend,620017,2672662,3292679
15736,,4,1,10,20,0,1,1,1,0.5,0.4848,0.59,0.1045,21,382,403,Non-Weekend,620017,2672662,3292679
15737,,4,1,10,21,0,1,1,1,0.48,0.4697,0.67,0.0896,19,155,174,Non-Weekend,620017,2672662,3292679
15738,,4,1,10,22,0,1,1,1,0.46,0.4545,0.82,0.1343,25,158,183,Non-Weekend,620017,2672662,3292679
15739,,4,1,10,23,0,1,1,1,0.46,0.4545,0.82,0.1045,20,143,163,Non-Weekend,620017,2672662,3292679
15740,,4,1,10,0,0,2,1,1,0.46,0.4545,0.88,0.1642,5,32,37,Non-Weekend,620017,2672662,3292679
15741,,4,1,10,1,0,2,1,1,0.46,0.4545,0.77,0.1642,1,16,17,Non-Weekend,620017,2672662,3292679
15742,,4,1,10,2,0,2,1,1,0.44,0.4394,0.88,0.1343,1,6,7,Non-Weekend,620017,2672662,3292679
15743,,4,1,10,3,0,2,1,1,0.44,0.4394,0.77,0.1343,0,1,1,Non-Weekend,620017,2672662,3292679
15744,,4,1,10,4,0,2,1,1,0.42,0.4242,0.77,0.1045,1,6,7,Non-Weekend,620017,2672662,3292679
15745,,4,1,10,5,0,2,1,1,0.44,0.4394,0.77,0.0896,1,49,50,Non-Weekend,620017,2672662,3292679
